source,target,weight,resources,references,sign_decision
REL,IL6,-1.0,CytReg;ExTRI;GEREDB;TRRUST,11160296;11564778;12426000;1372388;16688168;17513725;17982049;19122653;8910763;9171095,PMID
NFKB1,TCIRG1,1.0,ExTRI,11160296,default activation
REL,CRP,1.0,DoRothEA-A;ExTRI;HTRI;TRRUST,11160296;12667216;14522018;17335903;18684932,default activation
MEF2C,MAPK7,1.0,ExTRI;TRRUST,11158308;11160424;15085188,PMID
CREB1,CCNA2,-1.0,ExTRI;GEREDB;NTNU.Curated,11160720;12869629;17325033;19343785;20857405;8641461,PMID
NFYB,CD74,1.0,ExTRI,11160854,default activation
ATF2,RHOB,1.0,ExTRI;GEREDB;NTNU.Curated,11160903;21565167,PMID
AR,CREBBP,1.0,ExTRI,11161315;15350180;16344550;16492776;18031230;18819102;9822653,default activation
ZNF350,ZNF350,1.0,ExTRI,11161714;20713352;20926453,default activation
BCL11A,CD34,1.0,ExTRI,11161790,default activation
RARA,CYP4F2,-1.0,ExTRI;NTNU.Curated,11162441,PMID
USF1,LEP,1.0,ExTRI,11162472,default activation
CEBPB,HSPA7,-1.0,ExTRI;GEREDB,11162511;11866474,PMID
AR,MME,1.0,ExTRI;NTNU.Curated,11162897;16949732,PMID
CEBPB,IGF2,1.0,ExTRI;GEREDB;TFactS,11165040;20228168;21777668;7659086,PMID
SP1,IGF2,1.0,DoRothEA-A;ExTRI;HTRI;TRRUST,10606246;11165040;11327698;11336542;12804776;8405433;9610618;9620554,PMID
ESR1,CTSD,1.0,DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST,10037443;11165043;16219765;18414489;19383337;19569049;2350335;7786196;8195246;8524236;9731700,PMID
SP1,CTSD,1.0,DoRothEA-A;ExTRI;HTRI;TFactS,11165043;7786196;8195246,PMID
STAT5A,PML,1.0,ExTRI,11167825,default activation
EGR1,DLK1,1.0,ExTRI;TFactS,11168353,PMID
SP1,KMT2A,1.0,ExTRI,11168597,default activation
SP1,POLDIP3,1.0,ExTRI,11168597,default activation
GATA2,EPO,-1.0,DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS;TRRUST,11169463;12223449;16684536;8677751,PMID
EGR1,COL1A2,1.0,ExTRI;NTNU.Curated,11169739;12729460;16702209,default activation
TWIST1,COL1A2,1.0,ExTRI;NTNU.Curated,11169739,default activation
ZNF395,TP53,1.0,ExTRI,11169742,default activation
CEBPE,S100A9,1.0,ExTRI,11169745,default activation
CEBPE,SEMA4D,1.0,ExTRI,11169745,default activation
CEBPE,S100A8,1.0,ExTRI,11169745,default activation
RARA,MUC5AC,1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,11171071;12042033,default activation
PPARA,CPT1A,1.0,ExTRI;GEREDB;NTNU.Curated;SIGNOR;TRRUST,11171094;15356291;15489052;16177188;17150915;18566121;19710929;20638986;20656057;24146969,PMID
PPARA,PTAFR,-1.0,ExTRI;GEREDB;NTNU.Curated,11171098,PMID
TTF1,SCGB1A1,1.0,ExTRI;TFactS,11171334;11193754;11193765;8065304;8628271;9061032;9545321,PMID
ASCL1,HMOX1,-1.0,ExTRI;NTNU.Curated,11171979;12073088;16705163;21840992,PMID
ATOH7,POU4F2,1.0,ExTRI;GEREDB;SIGNOR,11156601;11172005;14623245;17653051,PMID
POU4F1,POU4F2,1.0,ExTRI;GEREDB,11172005;8876243,default activation
POU4F2,POU4F1,-1.0,GEREDB,7852360;8537352;8662774;8735273;9223099,PMID
TP73,TNFRSF11A,1.0,ExTRI,11172610,default activation
TP53,PPIA,1.0,ExTRI,11172610,default activation
TP73,PPIA,1.0,ExTRI,11172610,default activation
AHR,HSPB1,-1.0,ExTRI;GEREDB,11174852;14973392,PMID
ESR1,HSPB1,1.0,ExTRI;TRRUST,10960840;11174852;15833836;8923463,PMID
NR3C1,POMC,-1.0,ExTRI;NTNU.Curated,11174853;15591535;17043312;2167656;2586521;2626052;2998878;3326882;7894465;8386673;8994186,PMID
CREB1,NF1,1.0,ExTRI;NTNU.Curated;TRRUST,10435592;11175282,regulon
YBX1,CDKN1A,1.0,ExTRI;NTNU.Curated,11175333,PMID
ELF1,ERBB2,1.0,ExTRI;TRRUST,11175365;7914192,default activation
ELF3,ERBB2,1.0,ExTRI,11175365;12032832;12713734,default activation
ETV4,ERBB2,-1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,10655108;11175365;11774202;15235125;15461591;16406575;16632435;16786139;17168666;18409049;7914192,PMID
CREB1,PLAT,-1.0,DoRothEA-A;ExTRI;NTNU.Curated;Pavlidis2021;SIGNOR;TRRUST,11179965;7543410;8647095,PMID
ATF2,PLAT,1.0,ExTRI;SIGNOR;TRRUST,11179965;8647095,PMID
SMAD7,CDK1,-1.0,ExTRI;GEREDB;TFactS;TRRUST,11180003;15023526,PMID
SMAD7,TGM1,1.0,ExTRI,11180003,default activation
USF1,FCER1G,1.0,ExTRI,11180124,default activation
USF1,FCGRT,1.0,ExTRI,11180124;12217383,default activation
USF2,FCER1G,1.0,ExTRI,11180124,default activation
USF2,FCGRT,1.0,ExTRI,11180124;12217383,default activation
AR,HSPA9,1.0,ExTRI,11181432,default activation
NR3C1,AR,1.0,ExTRI;NTNU.Curated,11181525;12742828,PMID
AR,NR3C1,1.0,ExTRI;GEREDB;NTNU.Curated,15219414;24315100,default activation
ZGLP1,MAPK14,1.0,ExTRI,11181533,default activation
HSF1,KRAS,1.0,ExTRI,11189444,default activation
HNF1A,UGT2B17,1.0,DoRothEA-A;ExTRI;GEREDB;HTRI;NTNU.Curated;TRRUST,11191885;12065766,PMID
JUN,AKT1,1.0,ExTRI,11192249;12832543,default activation
JUN,CDC42,1.0,ExTRI,11192249;16440308,default activation
SPI1,SCGB1A1,1.0,ExTRI,11193754,default activation
HR,TP53,1.0,ExTRI,11196199,default activation
TP53,HR,-1.0,SIGNOR,15489903,PMID
TFDP2,HRK,1.0,ExTRI,11196700,regulon
JUN,EPHB2,1.0,ExTRI,11204428,default activation
JUN,VEGFA,1.0,DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS;TRRUST,10885623;11204570;11281649;11353786;11678207;11731421;12163680;14602779;15039660;15277220;16328781;17341624;18294451;19553068;20015448;20432243;23274526;7887961;8910439;9256279,PMID
NR5A1,SRY,1.0,ExTRI;TFactS;TRRUST,11207191;12606467;19457926,PMID
PPARA,F3,-1.0,ExTRI;GEREDB;NTNU.Curated,11208678;11208679;17141290,PMID
SP1,MUC2,1.0,DoRothEA-A;ExTRI;HTRI;TFactS;TRRUST,11212251;12077147;12082130;9224654,PMID
SP3,MUC2,1.0,ExTRI;NTNU.Curated;TRRUST,11212251,PMID
GTF3A,GPS2,1.0,ExTRI,11217081,default activation
KLF10,GPS2,1.0,ExTRI;NTNU.Curated,11217081,default activation
KLF2,GPS2,1.0,ExTRI,11217081,default activation
KLF5,GPS2,1.0,ExTRI,11217081,default activation
PHF20,GPS2,1.0,ExTRI,11217081,default activation
POU2F1,GADD45A,1.0,ExTRI;NTNU.Curated;TRRUST,11221850;11420680;11525640;14586402;17700520;23580612,PMID
EGR1,HMOX1,1.0,ExTRI;NTNU.Curated,11222374,default activation
SP1,PDGFB,1.0,ExTRI;NTNU.Curated;TRRUST,11222751;11967988;15175554;22415074;8662647,default activation
EGR1,PDGFB,1.0,ExTRI;TFactS;TRRUST,11222751;16092976;21368226;8596917;9488709,PMID
HNF4A,RBP2,1.0,ExTRI;GEREDB,11222753;15964596;19147806;8288643,PMID
PAX6,MAF,1.0,ExTRI;GEREDB;Pavlidis2021,11222774;14521912;19223471;21998302,PMID
MAF,MAF,1.0,ExTRI;Pavlidis2021,11222774;11842109;21998302,PMID
CREM,FSHR,1.0,ExTRI,11223181;7479863,default activation
SP1,PARK7,1.0,ExTRI;TFactS,11223268;17949781;24348900,PMID
SP1,COMP,1.0,ExTRI;TRRUST,11223338,default activation
FOS,SERPINE1,1.0,ExTRI;NTNU.Curated,11223948;12390531;8917435,PMID
TGIF1,KRAS,1.0,ExTRI,11226163,default activation
SP1,MDM2,1.0,ExTRI;TRRUST,11226218;15550242;17214373;17634539;18026875;18814047;23584477,PMID
FOXM1,APOB,1.0,ExTRI;NTNU.Curated,11229886,PMID
HNF4A,APOB,1.0,DoRothEA-A;ExTRI;TFactS;TRRUST,10859308;11229886;11244563;15933209;1639815;8344962;9921275,PMID
CEBPG,APOE,1.0,ExTRI,11229886,default activation
FOXM1,APOE,1.0,ExTRI;NTNU.Curated;TRRUST,11229886,regulon
HNF4A,APOC3,1.0,DoRothEA-A;ExTRI;GEREDB;NTNU.Curated;TRRUST,11229886;11802721;11839757;12454280;12631740;1312668;1639815;16584384;16771709;20516075;22197810;2279702;7640286;7984419;8760876;9012660;9366246;9760243,PMID
JUN,APOC3,1.0,ExTRI;GEREDB;TRRUST,11229886;9760243,PMID
TP73,AQP3,1.0,ExTRI;NTNU.Curated;TRRUST,11231003,default activation
TP53,AQP3,1.0,ExTRI;NTNU.Curated;TRRUST,11231003,default activation
SP1,CDKN1B,1.0,DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS;TRRUST,10072762;10542271;11231912;12773549;12907235;12907249;15064717;15899840;15951157;16105842;16518840;18355800;19145069;19433067;21131823;22415074;23184467;9349726,PMID
ETS1,CDKN2A,1.0,ExTRI;NTNU.Curated;TRRUST,11234019;17370299;19240179;22714536,PMID
ETS2,CDKN2A,1.0,DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST,11234019;17370299;19340300,PMID
ID1,CDKN2A,-1.0,ExTRI;GEREDB;NTNU.Curated;TFactS,11234019;11427735;11507043;15064751;15138269;17565736;17639499;18240291;19567783;20484992;21933340;22025288;22714536;24177224,PMID
FOSL1,PLAUR,1.0,DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST,10471035;11234878;16893520;17510314;8798512,default activation
JUN,PLAUR,1.0,DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS;TRRUST,10471035;11234878;15040011;15963460;16893520;17510314;20736951;8761947;8798512,PMID
HR,NDRG1,1.0,ExTRI,11237058,default activation
PBX1,NDRG1,1.0,ExTRI;NTNU.Curated,11237058,PMID
TCF3,NDRG1,1.0,ExTRI;NTNU.Curated,11237058,PMID
TP53,NDRG1,1.0,ExTRI;SIGNOR,11237058;15377670;17442733,PMID
PAX3,TYR,1.0,ExTRI,11237412,default activation
MITF,TYRP1,1.0,ExTRI;SIGNOR;TFactS;TRRUST,10080955;11237412;11310793;12136092;12204775;17457519;19067971;1999537;19995375;22371403;8749302;8995290,PMID
SP1,CCNA2,-1.0,ExTRI;TRRUST,11237594;18368381;8270002,PMID
SP3,UTRN,1.0,ExTRI;GEREDB;TRRUST,11237613,PMID
IRF1,TAP2,1.0,ExTRI;TRRUST,11238639;18694960,default activation
CREB1,IL2,1.0,CytReg;ExTRI;NTNU.Curated;TFactS;TRRUST,11238674;11313407;12370343;12432566;12626549;15993752;17548609;8670878;8814256,PMID
NR4A2,SLC6A3,1.0,ExTRI;GEREDB;TFactS;TRRUST,11238740;18784308;19494806;20533997;23240065,default activation
AR,ACHE,1.0,ExTRI,11238857,default activation
ARNT,AHR,1.0,ExTRI;TRRUST,14529614;15492120;18540824;23196670,default activation
AHR,ARNT,1.0,ExTRI;TRRUST,11238907;14529614;19255421;23196670;8631989,default activation
ARNT,ARNT,1.0,ExTRI,11238907;19833882;22387692,default activation
FOXG1,FOXG1,1.0,ExTRI,11238932;23660594,default activation
REST,NPPA,-1.0,ExTRI;GEREDB;NTNU.Curated;TFactS,11238943;17011572;17371849;21199191,PMID
ETV4,PLAUR,-1.0,ExTRI;NTNU.Curated;TRRUST,11234878;11238946,PMID
SPI1,CYBB,1.0,DoRothEA-A;ExTRI;HTRI;TRRUST,10233904;11241298;11926990;15618156;9593745,PMID
USF1,APC,1.0,ExTRI;GEREDB;TRRUST,11241666,PMID
USF2,APC,1.0,ExTRI;GEREDB;TRRUST,11241666,PMID
STAT6,ITGAL,1.0,ExTRI,11241672,default activation
SNAI1,ILK,1.0,ExTRI,11244511;16357176;17587812,default activation
CEBPB,APOB,1.0,ExTRI,11244563,default activation
FOXA2,APOB,1.0,ExTRI,11244563,default activation
PRRX2,TNC,1.0,ExTRI;NTNU.Curated,11244566,default activation
SPI1,IFNA1,1.0,ExTRI,11244574;17108032;20585034,default activation
SNAI1,CYP19A1,1.0,ExTRI,11245431;11850205;15955695;16766568,default activation
MAZ,SP4,1.0,ExTRI,11245974,default activation
SP1,SP4,-1.0,ExTRI;TFactS,11245974;21958735,PMID
SP4,SP1,1.0,ExTRI,11287330,default activation
SP4,SP3,1.0,ExTRI,15816857;18006846;21958735,default activation
SP3,SP4,1.0,ExTRI,11245974;20096088;21958735,default activation
TBP,CYP27A1,1.0,ExTRI,11248705,default activation
TAL1,PTCRA,1.0,ExTRI,11248806;12566462;14651981,default activation
TCF12,TAL1,1.0,ExTRI,11248806,default activation
KAT7,KAT2B,1.0,ExTRI,11250901;11296231;11568182;14510502;16024795;17293853;21526452;21651791,default activation
TTF1,KAT2B,1.0,ExTRI,11250901,default activation
JDP2,IGFBP7,1.0,ExTRI,11250901,default activation
CEBPB,OXT,1.0,ExTRI,11250916,default activation
PITX1,SST,1.0,ExTRI,11250922,default activation
PITX1,SSTR2,1.0,ExTRI,11250922,default activation
SP1,SSTR2,1.0,ExTRI,11250922,default activation
ESR1,LDLR,1.0,ExTRI;GEREDB,11250935;14568562;19322023;9275065,PMID
AR,TF,1.0,ExTRI,11250938;17011549,default activation
RORA,PTGS2,1.0,ExTRI;NTNU.Curated,11252722,PMID
JUN,NOS2,1.0,ExTRI;TRRUST,11254551;12020969;12788789;14686613;14962367;16421203;16771680;17105733;17940019;18596035;9776360,default activation
ZNF699,FASLG,1.0,ExTRI,11254606,default activation
NR1I2,SAR1A,1.0,ExTRI,11254606,default activation
TP63,IL12A,1.0,ExTRI,11254706;11602633;12517966;24224652;8551218,default activation
SPI1,IL12B,1.0,CytReg;ExTRI;TRRUST,11254706;11449355;25567680,default activation
STAT6,TNF,-1.0,ExTRI;GEREDB,10227996;11254707;16004996;17878383;9092569,PMID
STAT5A,TLR2,1.0,ExTRI;TFactS,11254708,PMID
EGR2,BTK,1.0,ExTRI,11254710,default activation
EGR3,BTK,1.0,ExTRI,11254710,default activation
REL,IL2,1.0,CytReg;ExTRI;TRRUST,11254713;11313336;11917142;12646638;15079071;16585559;17182554;17641034;21371435;21832163;21890374;22860011;24853588;27898347;7623820;7744006;7969133;7982907;8152309;8383323;8670878;8814256;8920856;8934574;8977179;9233628;9547358;9605137,PMID
JUND,IVL,1.0,DoRothEA-A;ExTRI;GEREDB;HTRI;NTNU.Curated;TRRUST,10816578;11254751;17205062;17882273;7759510,PMID
SP1,GJA1,1.0,ExTRI;NTNU.Curated;TRRUST,10421804;11255234;16652385;18513187;19339281;19679555;22549838,PMID
AR,AXIN1,1.0,ExTRI,11255259,default activation
AR,RET,1.0,ExTRI,11255259;20587519,default activation
NFE2L2,PMF1,1.0,ExTRI,11256947;12020345,default activation
NFE2L2,SAT1,1.0,ExTRI;GEREDB,10419538;11256947;12020345;12804587;16647090;23943804;9852135,PMID
RFXAP,CIITA,1.0,ExTRI,11258423;12618906;15781111,default activation
MYC,CAV1,-1.0,ExTRI;GEREDB;Pavlidis2021,10918582;11258956;18444242,PMID
MYB,KITLG,1.0,ExTRI;GEREDB,11259170;7688794,PMID
NR0B1,AMH,1.0,ExTRI;NTNU.Curated;TRRUST,11259267;11990799;12732652;13678390;15829514,default activation
SOX9,AMH,1.0,ExTRI;NTNU.Curated;TRRUST,11097782;11259267;12732652;14689607;21187121;24705165;9707325;9774680,PMID
NR0B1,GATA4,1.0,ExTRI,11259267,default activation
NR0B1,SF1,1.0,ExTRI,11259267;11713202;11861512;12213901;12697699;14580722,default activation
SF1,NR0B1,1.0,TRRUST,11923472;9232190,default activation
SRF,DMD,1.0,DoRothEA-A;ExTRI;NTNU.Curated;TRRUST,11259421;9032300;9571041,PMID
EGR1,PNMT,1.0,ExTRI;GEREDB;NTNU.Curated;TFactS,11259503;12021400;12694408;16926281;19220706;19539715;20654592;21046459;7615530;7744747;8063705;8858914;9254668;9795195,PMID
NR2C2,AKT1,1.0,ExTRI,11259586,default activation
NR2C2,MMP1,1.0,ExTRI,11259586,default activation
CEBPB,LEP,1.0,ExTRI;GEREDB;NTNU.Curated,11259597;12524424;19056928;19633359,PMID
HMGA1,LEP,1.0,ExTRI,11259597;19633359,default activation
SP3,MAOB,-1.0,DoRothEA-A;ExTRI;GEREDB;HTRI;NTNU.Curated;SIGNOR;TRRUST,11259630;11956220;12855685;15024015;15279563,PMID
KLF5,MAOB,1.0,ExTRI,11259630;15279563,default activation
SP1,MAOB,1.0,DoRothEA-A;ExTRI;HTRI;NTNU.Curated;SIGNOR;TRRUST,11259630;11956220;12855685;14697878;15024015;15279563;19401466;20980443,PMID
PAX3,MAOB,1.0,ExTRI,11259630,default activation
FOS,CD69,1.0,ExTRI,11262396,default activation
SMAD2,MMP2,1.0,ExTRI;NTNU.Curated,11262418,PMID
MITF,PRF1,1.0,ExTRI,11264174,default activation
MYBL2,CCNA1,1.0,ExTRI;GEREDB;TRRUST,11264176;15922873,default activation
ETS2,CD4,1.0,ExTRI;GEREDB;TFactS,11266125;8356078,PMID
MYC,CD4,1.0,ExTRI;GEREDB,11266125;1321339,PMID
NR3C1,SCNN1A,1.0,DoRothEA-A;ExTRI;GEREDB;HTRI;NTNU.Curated;TRRUST,10212217;10419459;11266509;11390395,PMID
CEBPB,PSMC6,1.0,ExTRI,11267658,default activation
FOXN1,ATP7A,1.0,ExTRI,11267987,default activation
HR,CCNE1,1.0,ExTRI,11268000,default activation
HR,RB1,1.0,ExTRI,11268000,default activation
AKNA,CD40LG,1.0,ExTRI,11268217,default activation
AKNA,CD40,1.0,ExTRI;GOA,11268217,PMID
CEBPB,CTSC,1.0,ExTRI,11269666,default activation
CEBPD,CTSC,1.0,ExTRI,11269666,default activation
USF1,CYP1A1,-1.0,ExTRI;TRRUST,11270661;9374477;9388470,PMID
PDX1,AGXT,1.0,ExTRI,11272196,default activation
FOXA2,AGXT,1.0,ExTRI,11272196,default activation
FOXN1,MBD3,1.0,ExTRI,11274056;18500823,default activation
MBD2,MBD3,1.0,ExTRI,11274056,default activation
ETV4,PTGS2,1.0,ExTRI;GOA;NTNU.Curated;TRRUST,11274170;11901151;21150337;24983502,PMID
ATF4,HMOX1,1.0,ExTRI;NTNU.Curated,11274184,PMID
NFE2L2,HMOX1,1.0,DoRothEA-A;ExTRI;GOA;NTNU.Curated;SIGNOR;TRRUST,11274184;12745069;14688281;14747657;15122755;15870071;16407140;16480751;16551619;16945925;16951197;17313370;17408602;17942419;18006113;18202225;18381655;18567745;18586007;18704831;18771089;19056485;19454702;19679681;19931411;20083128;20345481;20402460;20558128;20643109;21037234;21382013;21443188;21597468;21622983;21635873;21658364;21808062;21908612;21982894;22107958;22245129;22370642;22459801;22484158;22521774;22541814;22793650;22901690;23000247;23046979;23294286;23347118;23413426;23479260;23525690;23571756;23738042;23826208;23904790;24024136;24035498;24140584;24211276;24434148;24503931;24755082;24759106;24844779;25337552;31257023,PMID
ESR1,CDKN1A,1.0,ExTRI;NTNU.Curated;SIGNOR;TRRUST,11274368;11517191;12151347;15378598;15557281;16469747;16628468;16847062;17681750;20301197;20696891;22787161;23349794,PMID
NR4A1,AKT1,1.0,ExTRI,11274386;16835233,default activation
MEF2C,SLC2A4,1.0,ExTRI;Pavlidis2021,11274399;9603935,default activation
TP53,CASP1,1.0,DoRothEA-A;ExTRI;HTRI;IntAct;TFactS;TRRUST,11278253;12459463;15580302;16135520;21943362,PMID
NR3C1,HTR1A,-1.0,ExTRI;NTNU.Curated;TFactS,11278286,PMID
NR3C2,HTR1A,-1.0,ExTRI;GEREDB;NTNU.Curated;TFactS,11278286;9191104;9284345,PMID
SMAD2,ACAN,1.0,ExTRI;NTNU.Curated,11278290,PMID
PPARG,PTGS2,-1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,10827178;11278336;11412039;14555539;16506021;19578162;19997048;20234816;20656057,PMID
REST,CRH,-1.0,ExTRI;GEREDB;NTNU.Curated,11278361;19846118;20071535,PMID
FOXO3,AKT1,1.0,ExTRI,11278373;19424579;21752881;22539004;23517348,default activation
FOXO3,PIK3C3,1.0,ExTRI,11278373;18388194,default activation
HSF2,SUMO1,1.0,ExTRI,11278381,default activation
SPI1,BCL2L1,1.0,ExTRI,11278399,default activation
ETS1,BCL2L1,1.0,ExTRI;NTNU.Curated,11278399;19411629,PMID
JUN,BCL2L1,1.0,ExTRI;NTNU.Curated;TRRUST,11278399;11332715;15789036;16911523,PMID
POU2F1,CDX2,1.0,DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST,11278400;16278805;20637099;20876643;21051540,default activation
WT1,SRY,1.0,ExTRI;TRRUST,11278460;18445271;19457926,PMID
SRY,WT1,1.0,ExTRI,16571910,default activation
HNF1A,PDX1,1.0,DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS,11278466;11590182,PMID
SP1,PDX1,1.0,ExTRI;TFactS,11278466,PMID
TFAP2A,SOD2,-1.0,ExTRI;GOA;NTNU.Curated;TRRUST,11278550;11491651;11853549;11912921;15598343;18779124;23500038;7702755;9199894,PMID
TFAP2B,SOD2,1.0,ExTRI,11278550,default activation
TFAP2C,SOD2,-1.0,ExTRI;GOA,11278550,PMID
TFAP2A,ERBB3,1.0,ExTRI;GEREDB;GOA,11278550;18358466,PMID
USF1,CHRNA7,1.0,ExTRI,11278551,default activation
CEBPD,PRKACA,1.0,ExTRI,11278589;12791769;1714459,default activation
ETS1,COL1A2,1.0,ExTRI;NTNU.Curated,11278621;16564026;24058639,PMID
FLI1,COL1A2,-1.0,ExTRI;NTNU.Curated;SIGNOR;TRRUST,11278621;19158279;22591006;24058639,PMID
FOXF2,CDH1,1.0,ExTRI;NTNU.Curated,11278651,default activation
FOXF2,TLN1,1.0,ExTRI;NTNU.Curated,11278651,default activation
TFAP2A,C3,-1.0,ExTRI;NTNU.Curated,11278660,PMID
TFAP2A,AFP,1.0,ExTRI,11278660,default activation
SP1,PARP1,1.0,ExTRI,11278663;12657578;15777284;17003407;17961220;9428683;9493965,default activation
IRF1,FGFR1,1.0,ExTRI,11278666;18514056;22002246;9540062,default activation
IRF2,FGFR1,1.0,ExTRI,11278666;12738767;16582966;18514056;9540062,default activation
IRF3,FGFR1,1.0,ExTRI,11278666,default activation
ZNF571,HP,1.0,ExTRI,11278721,default activation
STAT3,HGF,1.0,ExTRI;GEREDB;NTNU.Curated;SIGNOR;TRRUST,11278729;12168776;14647442;16407846;17967179;18835816;23954444,PMID
NR0B1,PLG,1.0,ExTRI,11278756,default activation
NR0B1,SNW1,1.0,ExTRI,11278756,default activation
SP1,ERCC3,1.0,ExTRI,11278765,default activation
JUN,PTPN6,1.0,ExTRI;GEREDB;NTNU.Curated,11278771,PMID
SP1,APOA1,1.0,DoRothEA-A;ExTRI;GEREDB;HTRI;TRRUST,10829013;11121483;11278817;15164326;15375792;22901716;23293065,PMID
ZNF239,RBP3,-1.0,ExTRI;GOA;SIGNOR;TRRUST,11278819;12409453,PMID
ZNF354C,RBP3,1.0,ExTRI,11278819,default activation
ZNF239,GRB10,1.0,ExTRI,11278819;12409453,default activation
GATA2,EDN1,1.0,ExTRI;NTNU.Curated,11278891;1370462;21533184;7623817;9809984,PMID
HIF1A,EDN1,1.0,ExTRI;TRRUST,11278891;11352889;12023962;17431122;18411415;19783678,PMID
CEBPD,PDGFRA,1.0,ExTRI;GEREDB;TRRUST,10464291;11278956;12130557;9915775,PMID
ZBTB32,AURKC,1.0,ExTRI,11279021,default activation
GATA4,NPPB,1.0,ExTRI;NTNU.Curated;TRRUST,11279028;11862325;15464586,PMID
YY1,NPPB,1.0,ExTRI;GEREDB;NTNU.Curated,11279028;19139378,PMID
SP1,CYCS,1.0,ExTRI;NTNU.Curated,11279044,PMID
CEBPB,IL12B,1.0,CytReg;ExTRI;NTNU.Curated,11279072;11509602;24012417,PMID
JUN,IL12B,1.0,CytReg;ExTRI;GEREDB;TRRUST,11279072;14688340;15187114;15270850;25567680,PMID
SRF,TAGLN,1.0,ExTRI;NTNU.Curated;Pavlidis2021;SIGNOR;TRRUST,11279108;11988486;12023898;12791591;14654367;14970199;14975939;15217807;15242862;16690609;18805960;19776005;20511232;21673106;9121477;9242426;9545312,PMID
HEY1,MYOG,-1.0,ExTRI;SIGNOR,11279181;19917614,PMID
TP53,APC,1.0,ExTRI;NTNU.Curated,11279192;9388195,PMID
SP1,DHCR7,1.0,ExTRI;TFactS,11279217,PMID
SP3,TERT,1.0,ExTRI;HTRI,11279234;11342218;12151407;15951564;16452190;17548428;19047367,default activation
AR,SMAD3,-1.0,ExTRI;NTNU.Curated,20739403,PMID
SMAD3,AR,1.0,ExTRI;GEREDB,11280774;12226080,regulon
CDX2,SI,1.0,DoRothEA-A;ExTRI;GEREDB;NTNU.Curated;TFactS,10889158;11283019;11408257;12060663;16480684;16574312;17466947;18005670;20133952;9679043,PMID
YBX1,IBSP,1.0,ExTRI;GEREDB,11283267,default activation
E4F1,APRT,1.0,ExTRI,11283272,default activation
E4F1,CCNA2,-1.0,DoRothEA-A;ExTRI;HTRI;TRRUST,11283272;14645522;15805267,PMID
ZBTB17,CDKN2B,1.0,ExTRI;TRRUST,11283613;12244100;15095404;19164764;19419955;22000024;24618291,default activation
MYC,CDKN2B,-1.0,ExTRI;SIGNOR;TFactS,11283613;11804592;12244100;12565816;12835716;14519204;19164764;19201832;22610535;23722468;24618291,PMID
CEBPA,CEBPA,1.0,ExTRI;NTNU.Curated;SIGNOR;TFactS,11283671;12032776;12502863;12885907;12915572;19380823;19742317;19901962;20157332;21486951;23981481;24091675;7862113;8346250;8493090;8680485,PMID
RUNX1,CEBPA,1.0,ExTRI;NTNU.Curated;Pavlidis2021,11283671;17894555;22451420,PMID
PPARA,FABP1,1.0,ExTRI;NTNU.Curated,11284737;12479582;15337740;19710929;23318274;9276450,PMID
HNF1A,AKR1C4,1.0,DoRothEA-A;ExTRI;GEREDB;HTRI;NTNU.Curated;SIGNOR;TFactS;TRRUST,11284743;12220531;2044952,PMID
SP1,SLC9A2,1.0,DoRothEA-A;ExTRI;HTRI;TFactS;TRRUST,11254504;11287330;17379926;17561809,PMID
SP3,SLC9A2,1.0,DoRothEA-A;ExTRI;HTRI;TRRUST,11287330;17379926;17561809,default activation
SP4,SLC9A2,1.0,ExTRI,11287330,default activation
NR1H2,SREBF1,1.0,ExTRI;GEREDB;GOA;IntAct;NTNU.Curated;TFactS,11287605;16644917;16825483;19258656;26120082,PMID
NR1H3,SREBF1,1.0,ExTRI;IntAct;NTNU.Curated;TFactS,11287605;11694526;12730331;15330762;15855229;16112614;16831124;18202130;18420801;18684130;18854425;19258656;19366697;19716432;19933273;20868688;21094755;21266776;21540177;21979752;22511764;22984430;24265317;24277692;24458133;26120082,PMID
NR1H3,FASN,1.0,ExTRI;GEREDB;NTNU.Curated,11287605;11790787;17522048;19378344;19903962;20005944;22160584;22183856;22641099;23499676;24265317,PMID
TP53,JDP2,-1.0,ExTRI;NTNU.Curated,25026555,PMID
JDP2,TP53,1.0,ExTRI,11287607;25026555,default activation
PPARG,CCND1,-1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,11287611;14764597;15041706;15193259;15486348;18927468;19075513;20651819;23455892,PMID
FOS,CCND1,-1.0,ExTRI;NTNU.Curated;TRRUST,11287611;14508521;15282324;15994929;19847806;20188076;21474819;22550166;23157741;9710644,PMID
