,sample,netith_bulk
TCGA-D5-5540-01,TCGA-D5-5540-01,2.59503196310971
TCGA-D5-5541-01,TCGA-D5-5541-01,2.214258846118707
TCGA-D5-6529-01,TCGA-D5-6529-01,2.18380858624688
TCGA-D5-6530-01,TCGA-D5-6530-01,2.290965046765483
TCGA-D5-6531-01,TCGA-D5-6531-01,2.2676558312125863
TCGA-D5-6532-01,TCGA-D5-6532-01,2.0865396202370885
TCGA-D5-6533-01,TCGA-D5-6533-01,2.2271287457800018
TCGA-D5-6534-01,TCGA-D5-6534-01,2.5589344679716195
TCGA-D5-6535-01,TCGA-D5-6535-01,2.4362937995000746
TCGA-D5-6536-01,TCGA-D5-6536-01,2.2796571454092978
TCGA-D5-6537-01,TCGA-D5-6537-01,2.146049439524373
TCGA-D5-6538-01,TCGA-D5-6538-01,2.1579073349930917
TCGA-D5-6539-01,TCGA-D5-6539-01,2.370022604933701
TCGA-D5-6540-01,TCGA-D5-6540-01,2.7927078573285464
TCGA-D5-6541-01,TCGA-D5-6541-01,2.7132544889476535
TCGA-D5-6898-01,TCGA-D5-6898-01,2.501048375444647
TCGA-D5-6920-01,TCGA-D5-6920-01,2.7161096187922698
TCGA-D5-6922-01,TCGA-D5-6922-01,2.3556920920437516
TCGA-D5-6923-01,TCGA-D5-6923-01,1.996719402862256
TCGA-D5-6924-01,TCGA-D5-6924-01,2.3570867464597463
TCGA-D5-6926-01,TCGA-D5-6926-01,2.116758590992922
TCGA-D5-6927-01,TCGA-D5-6927-01,2.489341669592258
TCGA-D5-6928-01,TCGA-D5-6928-01,2.1771226308823652
TCGA-D5-6929-01,TCGA-D5-6929-01,2.509155030865452
TCGA-D5-6930-01,TCGA-D5-6930-01,1.9515256966209134
TCGA-D5-6931-01,TCGA-D5-6931-01,2.2330585921811608
TCGA-D5-6932-01,TCGA-D5-6932-01,2.270704109766978
TCGA-D5-7000-01,TCGA-D5-7000-01,2.1149347549087985
TCGA-DM-A0X9-01,TCGA-DM-A0X9-01,2.5772072221866726
TCGA-DM-A0XD-01,TCGA-DM-A0XD-01,2.591716921786714
TCGA-DM-A0XF-01,TCGA-DM-A0XF-01,2.2935757022691377
TCGA-DM-A1D0-01,TCGA-DM-A1D0-01,2.1255535106282446
TCGA-DM-A1D4-01,TCGA-DM-A1D4-01,2.57633274057392
TCGA-DM-A1D6-01,TCGA-DM-A1D6-01,2.3725339348129575
TCGA-DM-A1D7-01,TCGA-DM-A1D7-01,2.285688677043533
TCGA-DM-A1D8-01,TCGA-DM-A1D8-01,2.320180978216871
TCGA-DM-A1D9-01,TCGA-DM-A1D9-01,2.321919919429938
TCGA-DM-A1DA-01,TCGA-DM-A1DA-01,2.0580796668273345
TCGA-DM-A1DB-01,TCGA-DM-A1DB-01,2.1013830277677656
TCGA-DM-A1HA-01,TCGA-DM-A1HA-01,2.309764352192902
TCGA-DM-A1HB-01,TCGA-DM-A1HB-01,2.8516039046970176
TCGA-DM-A280-01,TCGA-DM-A280-01,2.358422398140959
TCGA-DM-A282-01,TCGA-DM-A282-01,2.5656882248364554
TCGA-DM-A285-01,TCGA-DM-A285-01,2.202663373291809
TCGA-DM-A288-01,TCGA-DM-A288-01,2.3953895386600834
TCGA-DM-A28A-01,TCGA-DM-A28A-01,2.3081307051799276
TCGA-DM-A28C-01,TCGA-DM-A28C-01,2.5045235783221256
TCGA-DM-A28E-01,TCGA-DM-A28E-01,2.3141803795040623
TCGA-DM-A28F-01,TCGA-DM-A28F-01,2.1084037954776367
TCGA-DM-A28G-01,TCGA-DM-A28G-01,2.404458211685823
TCGA-DM-A28H-01,TCGA-DM-A28H-01,2.2947726320095576
TCGA-DM-A28K-01,TCGA-DM-A28K-01,2.550589507939967
TCGA-DM-A28M-01,TCGA-DM-A28M-01,2.2376546132174315
TCGA-F4-6459-01,TCGA-F4-6459-01,2.195739627038492
TCGA-F4-6460-01,TCGA-F4-6460-01,2.4297912923413945
TCGA-F4-6461-01,TCGA-F4-6461-01,2.092093093549085
TCGA-F4-6463-01,TCGA-F4-6463-01,2.596710810919045
TCGA-F4-6569-01,TCGA-F4-6569-01,2.1568793962025303
TCGA-F4-6570-01,TCGA-F4-6570-01,2.6630568679908415
TCGA-F4-6703-01,TCGA-F4-6703-01,3.0385434513421252
TCGA-F4-6704-01,TCGA-F4-6704-01,2.338806031950793
TCGA-F4-6704-11,TCGA-F4-6704-11,2.4618719761841077
TCGA-F4-6805-01,TCGA-F4-6805-01,2.222670509677317
TCGA-F4-6806-01,TCGA-F4-6806-01,2.3432159300040984
TCGA-F4-6807-01,TCGA-F4-6807-01,2.217629256162059
TCGA-F4-6808-01,TCGA-F4-6808-01,2.239463794695774
TCGA-F4-6809-01,TCGA-F4-6809-01,2.4453536543807037
TCGA-F4-6854-01,TCGA-F4-6854-01,2.295117993144868
TCGA-F4-6855-01,TCGA-F4-6855-01,2.7004280904198725
TCGA-F4-6856-01,TCGA-F4-6856-01,2.1443219665806508
TCGA-F4-6857-01,TCGA-F4-6857-01,2.119055994415356
TCGA-G4-6293-01,TCGA-G4-6293-01,2.481729683270859
TCGA-G4-6294-01,TCGA-G4-6294-01,2.278992004536841
TCGA-G4-6295-01,TCGA-G4-6295-01,2.1574814488954277
TCGA-G4-6297-01,TCGA-G4-6297-01,2.3662497647539547
TCGA-G4-6298-01,TCGA-G4-6298-01,2.4139398844527924
TCGA-G4-6299-01,TCGA-G4-6299-01,2.87675762466949
TCGA-G4-6302-01,TCGA-G4-6302-01,2.1154553923164032
TCGA-G4-6303-01,TCGA-G4-6303-01,1.9360252124452808
TCGA-G4-6304-01,TCGA-G4-6304-01,2.4482647615851167
TCGA-G4-6306-01,TCGA-G4-6306-01,2.000639895200557
TCGA-G4-6307-01,TCGA-G4-6307-01,2.6107240887165
TCGA-G4-6309-01,TCGA-G4-6309-01,2.4287403947384982
TCGA-G4-6310-01,TCGA-G4-6310-01,2.204526193934419
TCGA-G4-6311-01,TCGA-G4-6311-01,2.263288483994602
TCGA-G4-6314-01,TCGA-G4-6314-01,2.6308812882937413
TCGA-G4-6315-01,TCGA-G4-6315-01,2.5714980418635385
TCGA-G4-6317-01,TCGA-G4-6317-01,2.1665314959640454
TCGA-G4-6317-02,TCGA-G4-6317-02,2.3005924576182104
TCGA-G4-6320-01,TCGA-G4-6320-01,2.263906898403895
TCGA-G4-6321-01,TCGA-G4-6321-01,2.2599768429814096
TCGA-G4-6322-01,TCGA-G4-6322-01,2.1686452723075478
TCGA-G4-6323-01,TCGA-G4-6323-01,2.328409691602379
TCGA-G4-6586-01,TCGA-G4-6586-01,2.2162867974884666
TCGA-G4-6588-01,TCGA-G4-6588-01,2.5966529693094182
TCGA-G4-6625-01,TCGA-G4-6625-01,2.2143748830641306
TCGA-G4-6626-01,TCGA-G4-6626-01,2.5021733120393357
TCGA-G4-6627-01,TCGA-G4-6627-01,2.461856812768664
TCGA-G4-6628-01,TCGA-G4-6628-01,2.4028348509131146
TCGA-NH-A50T-01,TCGA-NH-A50T-01,2.351236186014047
TCGA-NH-A50U-01,TCGA-NH-A50U-01,2.0683050098997064
TCGA-NH-A50V-01,TCGA-NH-A50V-01,2.270132038084263
TCGA-NH-A5IV-01,TCGA-NH-A5IV-01,2.294095353788579
TCGA-NH-A6GA-01,TCGA-NH-A6GA-01,2.31646914491267
TCGA-NH-A6GB-01,TCGA-NH-A6GB-01,2.14125846097162
TCGA-NH-A6GC-01,TCGA-NH-A6GC-01,2.057580318052637
TCGA-NH-A8F7-01,TCGA-NH-A8F7-01,2.3331648669802685
TCGA-NH-A8F7-06,TCGA-NH-A8F7-06,2.30165051853021
TCGA-NH-A8F8-01,TCGA-NH-A8F8-01,2.1890797057432394
TCGA-QG-A5YV-01,TCGA-QG-A5YV-01,2.6210273635105934
TCGA-QG-A5YW-01,TCGA-QG-A5YW-01,2.299637516791355
TCGA-QG-A5YX-01,TCGA-QG-A5YX-01,2.6863697727718296
TCGA-QG-A5Z1-01,TCGA-QG-A5Z1-01,2.269408107901323
TCGA-QG-A5Z2-01,TCGA-QG-A5Z2-01,2.222066532416815
TCGA-QL-A97D-01,TCGA-QL-A97D-01,2.401635104256423
TCGA-RU-A8FL-01,TCGA-RU-A8FL-01,1.9349608363493718
TCGA-SS-A7HO-01,TCGA-SS-A7HO-01,2.3980027996295528
TCGA-T9-A92H-01,TCGA-T9-A92H-01,2.2599794648377585
TCGA-WS-AB45-01,TCGA-WS-AB45-01,2.049156603184421
TCGA-18-3406-01,TCGA-18-3406-01,2.662917854266538
TCGA-18-3407-01,TCGA-18-3407-01,3.133119663885087
TCGA-18-3408-01,TCGA-18-3408-01,3.433124096393753
TCGA-18-3409-01,TCGA-18-3409-01,3.181783299898438
TCGA-18-3410-01,TCGA-18-3410-01,3.0981453355508854
TCGA-18-3411-01,TCGA-18-3411-01,3.117731448131681
TCGA-18-3412-01,TCGA-18-3412-01,3.0517057378939136
TCGA-18-3414-01,TCGA-18-3414-01,2.824497948714755
TCGA-18-3415-01,TCGA-18-3415-01,2.9413383697004356
TCGA-18-3416-01,TCGA-18-3416-01,3.1297626906378877
TCGA-18-3417-01,TCGA-18-3417-01,3.2585683550158517
TCGA-18-3419-01,TCGA-18-3419-01,2.9820828355404605
TCGA-18-3421-01,TCGA-18-3421-01,3.267774434021609
TCGA-18-4083-01,TCGA-18-4083-01,2.387006600815475
TCGA-18-4086-01,TCGA-18-4086-01,2.7036311311001278
TCGA-18-4721-01,TCGA-18-4721-01,2.681545109763876
TCGA-18-5592-01,TCGA-18-5592-01,2.9317501486052473
TCGA-18-5595-01,TCGA-18-5595-01,3.04531873740696
TCGA-21-1070-01,TCGA-21-1070-01,3.260167175440833
TCGA-21-1071-01,TCGA-21-1071-01,2.623597348496375
TCGA-21-1072-01,TCGA-21-1072-01,2.7535020726907273
TCGA-21-1075-01,TCGA-21-1075-01,3.3517637644860403
TCGA-21-1076-01,TCGA-21-1076-01,3.10154956839611
TCGA-21-1076-01.1,TCGA-21-1076-01.1,3.1375435593710064
TCGA-21-1077-01,TCGA-21-1077-01,3.068150007895135
TCGA-21-1078-01,TCGA-21-1078-01,3.1589222428595036
TCGA-21-1079-01,TCGA-21-1079-01,2.9070971675740043
TCGA-21-1080-01,TCGA-21-1080-01,3.0660299320539472
TCGA-21-1081-01,TCGA-21-1081-01,2.727741616509799
TCGA-21-1082-01,TCGA-21-1082-01,3.219653502097054
TCGA-21-1083-01,TCGA-21-1083-01,2.8784426304989914
TCGA-21-5782-01,TCGA-21-5782-01,2.534536737861804
TCGA-21-5783-01,TCGA-21-5783-01,3.0023610385724906
TCGA-21-5784-01,TCGA-21-5784-01,2.7326870826791865
TCGA-21-5786-01,TCGA-21-5786-01,2.7900125960514734
TCGA-21-5787-01,TCGA-21-5787-01,2.8795648001497076
TCGA-21-A5DI-01,TCGA-21-A5DI-01,3.0593746442006573
TCGA-22-0940-01,TCGA-22-0940-01,3.346245350953151
TCGA-22-0944-01,TCGA-22-0944-01,3.1142611650413046
TCGA-22-1000-01,TCGA-22-1000-01,2.9021308049120194
TCGA-22-1002-01,TCGA-22-1002-01,2.838950907476594
TCGA-22-1005-01,TCGA-22-1005-01,2.6074352903231075
TCGA-22-1011-01,TCGA-22-1011-01,3.163438025107948
TCGA-22-1012-01,TCGA-22-1012-01,2.743873330470919
TCGA-22-1016-01,TCGA-22-1016-01,3.1688410794914383
TCGA-22-1017-01,TCGA-22-1017-01,2.8877941491503982
TCGA-22-4591-01,TCGA-22-4591-01,2.8886281767757636
TCGA-22-4593-01,TCGA-22-4593-01,2.8990857175326283
TCGA-22-4593-11,TCGA-22-4593-11,3.025628721244712
TCGA-22-4594-01,TCGA-22-4594-01,2.7254693413332207
TCGA-22-4595-01,TCGA-22-4595-01,2.764772660953489
TCGA-22-4596-01,TCGA-22-4596-01,2.3446667199621682
TCGA-22-4599-01,TCGA-22-4599-01,2.2047048649669376
TCGA-22-4601-01,TCGA-22-4601-01,3.2643340694082976
TCGA-22-4604-01,TCGA-22-4604-01,3.0890273312489076
TCGA-22-4605-01,TCGA-22-4605-01,2.8462261019066095
TCGA-22-4607-01,TCGA-22-4607-01,2.857274240508045
TCGA-22-4609-01,TCGA-22-4609-01,3.2370726815700976
TCGA-22-4609-11,TCGA-22-4609-11,2.9123941433552725
TCGA-22-4613-01,TCGA-22-4613-01,3.05757324711111
TCGA-22-5471-01,TCGA-22-5471-01,3.2043632684924663
TCGA-22-5471-11,TCGA-22-5471-11,2.536507947550416
TCGA-22-5472-01,TCGA-22-5472-01,2.914267363839095
TCGA-22-5472-11,TCGA-22-5472-11,3.004706485521347
TCGA-22-5473-01,TCGA-22-5473-01,2.744864154770421
TCGA-22-5474-01,TCGA-22-5474-01,3.2582265581981096
TCGA-22-5477-01,TCGA-22-5477-01,3.289711563764077
TCGA-22-5478-01,TCGA-22-5478-01,3.08761864024068
TCGA-22-5478-11,TCGA-22-5478-11,2.927975860902449
TCGA-22-5479-01,TCGA-22-5479-01,2.3709711345313753
TCGA-22-5480-01,TCGA-22-5480-01,3.1615844019510844
TCGA-22-5481-01,TCGA-22-5481-01,2.9428388677594484
TCGA-22-5481-11,TCGA-22-5481-11,2.905421441101568
TCGA-22-5482-01,TCGA-22-5482-01,2.954435218755903
TCGA-22-5482-11,TCGA-22-5482-11,2.5715820224510035
TCGA-22-5483-01,TCGA-22-5483-01,2.771000979554388
TCGA-22-5483-11,TCGA-22-5483-11,3.0298930800676223
TCGA-22-5485-01,TCGA-22-5485-01,2.7802610240786305
TCGA-22-5489-01,TCGA-22-5489-01,2.9559331212067175
TCGA-22-5489-11,TCGA-22-5489-11,2.6716422915416405
TCGA-22-5491-01,TCGA-22-5491-01,2.663063354091364
TCGA-22-5491-11,TCGA-22-5491-11,2.815225021272253
TCGA-22-5492-01,TCGA-22-5492-01,3.32655766193772
TCGA-22-A5C4-01,TCGA-22-A5C4-01,3.011821043391687
TCGA-33-4532-01,TCGA-33-4532-01,3.124689042632498
TCGA-33-4533-01,TCGA-33-4533-01,3.1084620255105526
TCGA-33-4538-01,TCGA-33-4538-01,2.7760175812137837
TCGA-33-4547-01,TCGA-33-4547-01,2.8773692654533507
TCGA-33-4566-01,TCGA-33-4566-01,3.225515470139449
TCGA-33-4579-01,TCGA-33-4579-01,3.3926870105501257
TCGA-33-4582-01,TCGA-33-4582-01,3.508086897407463
TCGA-33-4583-01,TCGA-33-4583-01,3.2415842235629104
TCGA-33-4586-01,TCGA-33-4586-01,2.7835398248638517
TCGA-33-4587-01,TCGA-33-4587-01,3.096442436632972
TCGA-33-4587-11,TCGA-33-4587-11,2.9048386785567866
TCGA-33-4589-01,TCGA-33-4589-01,2.884682097429212
TCGA-33-6737-01,TCGA-33-6737-01,3.1459516489006285
TCGA-33-6737-11,TCGA-33-6737-11,2.6066236176893876
TCGA-33-6738-01,TCGA-33-6738-01,2.2454422493395
TCGA-33-A4WN-01,TCGA-33-A4WN-01,2.926341713873173
TCGA-33-A5GW-01,TCGA-33-A5GW-01,2.851915603185786
TCGA-33-AAS8-01,TCGA-33-AAS8-01,3.115940406375901
TCGA-33-AASB-01,TCGA-33-AASB-01,2.673815159540105
TCGA-33-AASD-01,TCGA-33-AASD-01,3.0871704416278702
TCGA-33-AASI-01,TCGA-33-AASI-01,3.32544724225073
TCGA-33-AASJ-01,TCGA-33-AASJ-01,2.7987802531534847
TCGA-33-AASL-01,TCGA-33-AASL-01,3.051580035125903
TCGA-34-2596-01,TCGA-34-2596-01,2.704358397001827
TCGA-34-2600-01,TCGA-34-2600-01,2.6711408531462335
TCGA-34-2608-01,TCGA-34-2608-01,2.764198452016011
TCGA-34-5231-01,TCGA-34-5231-01,2.861533348216744
TCGA-34-5232-01,TCGA-34-5232-01,2.799388873155303
TCGA-34-5234-01,TCGA-34-5234-01,2.831705653198484
TCGA-34-5236-01,TCGA-34-5236-01,2.5111699250334505
TCGA-34-5239-01,TCGA-34-5239-01,3.0294408248920037
TCGA-34-5240-01,TCGA-34-5240-01,3.0739630514128655
TCGA-34-5241-01,TCGA-34-5241-01,3.136942848489612
TCGA-34-5927-01,TCGA-34-5927-01,2.870980016761595
TCGA-34-5928-01,TCGA-34-5928-01,2.971005997978746
TCGA-34-5929-01,TCGA-34-5929-01,2.6441435472841683
TCGA-34-7107-01,TCGA-34-7107-01,2.3709137549670025
TCGA-34-7107-11,TCGA-34-7107-11,2.8907798093775336
TCGA-34-8454-01,TCGA-34-8454-01,2.9081782835221643
TCGA-34-8454-11,TCGA-34-8454-11,2.746044543299633
TCGA-34-8455-01,TCGA-34-8455-01,2.8342898345900442
TCGA-34-8456-01,TCGA-34-8456-01,3.3147891465121364
TCGA-34-A5IX-01,TCGA-34-A5IX-01,2.982178578705433
TCGA-37-3783-01,TCGA-37-3783-01,3.117832758528423
TCGA-37-3789-01,TCGA-37-3789-01,2.993243131861674
TCGA-37-3792-01,TCGA-37-3792-01,2.831405052814961
TCGA-37-4129-01,TCGA-37-4129-01,3.306107813623857
TCGA-37-4130-01,TCGA-37-4130-01,2.6286665420455937
TCGA-37-4132-01,TCGA-37-4132-01,3.087034983012336
TCGA-37-4133-01,TCGA-37-4133-01,3.017111671279771
TCGA-37-4135-01,TCGA-37-4135-01,2.6890053922279
TCGA-37-4141-01,TCGA-37-4141-01,2.379378132389539
TCGA-37-5819-01,TCGA-37-5819-01,2.395242937303618
TCGA-37-A5EL-01,TCGA-37-A5EL-01,2.922702230909198
TCGA-37-A5EM-01,TCGA-37-A5EM-01,2.9317648021003127
TCGA-37-A5EN-01,TCGA-37-A5EN-01,2.9015624225880634
TCGA-39-5011-01,TCGA-39-5011-01,3.027206159069127
TCGA-39-5016-01,TCGA-39-5016-01,2.7657201804297835
TCGA-39-5019-01,TCGA-39-5019-01,2.674375846269207
TCGA-39-5021-01,TCGA-39-5021-01,2.8098844199507993
TCGA-39-5022-01,TCGA-39-5022-01,2.756945287469439
TCGA-39-5024-01,TCGA-39-5024-01,3.148663671187193
TCGA-39-5027-01,TCGA-39-5027-01,2.9461887200493306
TCGA-39-5028-01,TCGA-39-5028-01,2.903000764969602
TCGA-39-5029-01,TCGA-39-5029-01,2.934060542048531
TCGA-39-5030-01,TCGA-39-5030-01,3.1586683045278297
TCGA-39-5031-01,TCGA-39-5031-01,2.8001683541748204
TCGA-39-5034-01,TCGA-39-5034-01,2.961082932560535
TCGA-39-5035-01,TCGA-39-5035-01,3.2727838513179828
TCGA-39-5036-01,TCGA-39-5036-01,2.8847691381628398
TCGA-39-5037-01,TCGA-39-5037-01,2.8005328359125654
TCGA-39-5039-01,TCGA-39-5039-01,3.2282146714148796
TCGA-39-5040-01,TCGA-39-5040-01,3.4248568243203135
TCGA-39-5040-11,TCGA-39-5040-11,3.019960963746096
TCGA-43-2576-01,TCGA-43-2576-01,2.961233775642536
TCGA-43-2578-01,TCGA-43-2578-01,2.8694305806393565
TCGA-43-2581-01,TCGA-43-2581-01,2.482088844925149
TCGA-43-3394-01,TCGA-43-3394-01,2.894254941146615
TCGA-43-3394-11,TCGA-43-3394-11,2.813536165844017
TCGA-43-3920-01,TCGA-43-3920-01,3.125078260297805
TCGA-43-5668-01,TCGA-43-5668-01,3.475561008756674
TCGA-43-5670-01,TCGA-43-5670-01,3.306874589218791
TCGA-43-5670-11,TCGA-43-5670-11,1.9942530264371583
TCGA-43-6143-01,TCGA-43-6143-01,2.9812566162181593
TCGA-43-6143-11,TCGA-43-6143-11,3.0397498213828715
TCGA-43-6647-01,TCGA-43-6647-01,3.148558214657179
TCGA-43-6647-11,TCGA-43-6647-11,2.8211561694175105
TCGA-43-6770-01,TCGA-43-6770-01,3.0447482440485856
TCGA-43-6771-01,TCGA-43-6771-01,2.9736042863128374
TCGA-43-6771-11,TCGA-43-6771-11,2.9770621265146557
TCGA-43-6773-01,TCGA-43-6773-01,2.8745791533383036
TCGA-43-6773-11,TCGA-43-6773-11,2.282450149343862
TCGA-43-7656-01,TCGA-43-7656-01,3.069485423359552
TCGA-43-7657-01,TCGA-43-7657-01,2.9201081817241743
TCGA-43-7657-11,TCGA-43-7657-11,2.53593181846852
TCGA-43-7658-01,TCGA-43-7658-01,2.9129745952202533
TCGA-43-7658-11,TCGA-43-7658-11,2.551121454747242
TCGA-43-8115-01,TCGA-43-8115-01,3.2236612958156323
TCGA-43-8116-01,TCGA-43-8116-01,2.70261136559133
TCGA-43-8118-01,TCGA-43-8118-01,3.0590364140587605
TCGA-43-A474-01,TCGA-43-A474-01,3.000639775051605
TCGA-43-A475-01,TCGA-43-A475-01,3.0443746524371784
TCGA-43-A56U-01,TCGA-43-A56U-01,2.7707004324315974
TCGA-43-A56V-01,TCGA-43-A56V-01,3.2721731541945958
TCGA-46-3765-01,TCGA-46-3765-01,2.9397372485651374
TCGA-46-3766-01,TCGA-46-3766-01,3.1024371713628196
TCGA-46-3767-01,TCGA-46-3767-01,3.2421100906236404
TCGA-46-3768-01,TCGA-46-3768-01,2.62724575219038
TCGA-46-3769-01,TCGA-46-3769-01,3.2558622953641017
TCGA-46-6025-01,TCGA-46-6025-01,2.7324885169393207
TCGA-46-6026-01,TCGA-46-6026-01,2.5923135709783263
TCGA-51-4079-01,TCGA-51-4079-01,3.103580667221958
TCGA-51-4079-11,TCGA-51-4079-11,2.8881973873929034
TCGA-51-4080-01,TCGA-51-4080-01,3.327545352620792
TCGA-51-4080-11,TCGA-51-4080-11,2.7510826181406824
TCGA-51-4081-01,TCGA-51-4081-01,3.3643662958944667
TCGA-51-4081-11,TCGA-51-4081-11,2.975312595914886
TCGA-51-6867-01,TCGA-51-6867-01,3.1722596974698796
TCGA-52-7622-01,TCGA-52-7622-01,3.0565461570553403
TCGA-52-7809-01,TCGA-52-7809-01,3.2163035846346935
TCGA-52-7810-01,TCGA-52-7810-01,2.9123095744199636
TCGA-52-7811-01,TCGA-52-7811-01,3.0983417596015044
TCGA-52-7812-01,TCGA-52-7812-01,3.348175548785972
TCGA-56-1622-01,TCGA-56-1622-01,3.057654617369039
TCGA-56-5897-01,TCGA-56-5897-01,3.0089153591590554
TCGA-56-5898-01,TCGA-56-5898-01,3.0123246831226056
TCGA-56-6545-01,TCGA-56-6545-01,3.0577124681005388
TCGA-56-6546-01,TCGA-56-6546-01,3.179466390496587
TCGA-56-7221-01,TCGA-56-7221-01,2.728921305996153
TCGA-56-7222-01,TCGA-56-7222-01,3.2686026799949848
TCGA-56-7222-11,TCGA-56-7222-11,2.9694036352978115
TCGA-56-7223-01,TCGA-56-7223-01,2.9797826923119697
TCGA-56-7579-01,TCGA-56-7579-01,3.27235536137177
TCGA-56-7579-11,TCGA-56-7579-11,2.6690244707499375
TCGA-56-7580-01,TCGA-56-7580-01,2.9008207168276554
TCGA-56-7580-11,TCGA-56-7580-11,3.125873674522679
TCGA-56-7582-01,TCGA-56-7582-01,2.70829736210535
TCGA-56-7582-11,TCGA-56-7582-11,2.8613398868716784
TCGA-56-7730-01,TCGA-56-7730-01,3.1360921838816482
TCGA-56-7730-11,TCGA-56-7730-11,2.6514114533234854
TCGA-56-7731-01,TCGA-56-7731-01,2.7191114284742364
TCGA-56-7731-11,TCGA-56-7731-11,2.7795894718697443
TCGA-56-7822-01,TCGA-56-7822-01,3.2341686415516757
TCGA-56-7823-01,TCGA-56-7823-01,3.0576194990053582
TCGA-56-7823-11,TCGA-56-7823-11,2.6279986959657267
TCGA-56-8082-01,TCGA-56-8082-01,3.31604688101458
TCGA-56-8082-11,TCGA-56-8082-11,2.919791970007242
TCGA-56-8083-01,TCGA-56-8083-01,2.2718894698444645
TCGA-56-8083-11,TCGA-56-8083-11,2.925832154680103
TCGA-56-8201-01,TCGA-56-8201-01,3.2147150450899025
TCGA-56-8201-11,TCGA-56-8201-11,2.881634386561074
TCGA-56-8304-01,TCGA-56-8304-01,2.944042575852425
TCGA-56-8305-01,TCGA-56-8305-01,2.81185098202129
TCGA-56-8307-01,TCGA-56-8307-01,3.0581940998234303
TCGA-56-8308-01,TCGA-56-8308-01,2.8029609867009695
TCGA-56-8309-01,TCGA-56-8309-01,3.05820657981793
TCGA-56-8309-11,TCGA-56-8309-11,2.5782256153032077
TCGA-56-8503-01,TCGA-56-8503-01,3.3020048744312165
TCGA-56-8504-01,TCGA-56-8504-01,3.2812643693954238
TCGA-56-8622-01,TCGA-56-8622-01,2.9680835550182048
TCGA-56-8623-01,TCGA-56-8623-01,2.136360762975371
TCGA-56-8623-11,TCGA-56-8623-11,2.4064742138138375
TCGA-56-8624-01,TCGA-56-8624-01,2.687400840106344
TCGA-56-8625-01,TCGA-56-8625-01,3.3754319598619595
TCGA-56-8626-01,TCGA-56-8626-01,3.1647541021109906
TCGA-56-8628-01,TCGA-56-8628-01,3.135347895112239
TCGA-56-8629-01,TCGA-56-8629-01,3.108369505008064
TCGA-56-A49D-01,TCGA-56-A49D-01,2.712330342011036
TCGA-56-A4BW-01,TCGA-56-A4BW-01,3.0583651636977995
TCGA-56-A4BX-01,TCGA-56-A4BX-01,2.9590364089486365
TCGA-56-A4BY-01,TCGA-56-A4BY-01,2.7057176816132285
TCGA-56-A4ZJ-01,TCGA-56-A4ZJ-01,2.9171529641305516
TCGA-56-A4ZK-01,TCGA-56-A4ZK-01,2.9767233448519597
TCGA-56-A5DR-01,TCGA-56-A5DR-01,2.8928342308988837
TCGA-56-A5DS-01,TCGA-56-A5DS-01,2.914165071795109
TCGA-56-A62T-01,TCGA-56-A62T-01,2.9887541611686714
TCGA-58-8386-01,TCGA-58-8386-01,2.665756992703328
TCGA-58-8386-11,TCGA-58-8386-11,2.7124374011461327
TCGA-58-8387-01,TCGA-58-8387-01,3.3629807435444787
TCGA-58-8388-01,TCGA-58-8388-01,3.2169018050599876
TCGA-58-8390-01,TCGA-58-8390-01,3.1794826560302947
TCGA-58-8391-01,TCGA-58-8391-01,2.74292131432364
TCGA-58-8392-01,TCGA-58-8392-01,2.8079436818971795
TCGA-58-8393-01,TCGA-58-8393-01,2.9259118822872163
TCGA-58-A46J-01,TCGA-58-A46J-01,2.9757192544312883
TCGA-58-A46K-01,TCGA-58-A46K-01,2.785072114327529
TCGA-58-A46L-01,TCGA-58-A46L-01,2.90546757527844
TCGA-58-A46M-01,TCGA-58-A46M-01,3.0199384076526092
TCGA-58-A46N-01,TCGA-58-A46N-01,3.202238031444676
TCGA-60-2695-01,TCGA-60-2695-01,2.6362410475205964
TCGA-60-2696-01,TCGA-60-2696-01,3.230236377060616
TCGA-60-2697-01,TCGA-60-2697-01,2.724382509767221
TCGA-60-2698-01,TCGA-60-2698-01,2.7201551697653925
TCGA-60-2703-01,TCGA-60-2703-01,3.0782835993087616
TCGA-60-2704-01,TCGA-60-2704-01,3.372840737561922
TCGA-60-2706-01,TCGA-60-2706-01,3.2818578699334857
TCGA-60-2707-01,TCGA-60-2707-01,3.1124921703640114
TCGA-60-2708-01,TCGA-60-2708-01,2.8702698855943725
TCGA-60-2709-01,TCGA-60-2709-01,3.147137911479029
TCGA-60-2709-11,TCGA-60-2709-11,2.8520281480078435
TCGA-60-2710-01,TCGA-60-2710-01,3.1299812764345454
TCGA-60-2711-01,TCGA-60-2711-01,3.3861109915016723
TCGA-60-2712-01,TCGA-60-2712-01,2.9720504251255164
TCGA-60-2713-01,TCGA-60-2713-01,3.169021405175098
TCGA-60-2714-01,TCGA-60-2714-01,3.0341146685520473
TCGA-60-2715-01,TCGA-60-2715-01,2.5775229275777787
TCGA-60-2716-01,TCGA-60-2716-01,3.415124710351993
TCGA-60-2719-01,TCGA-60-2719-01,2.9386476876145053
TCGA-60-2720-01,TCGA-60-2720-01,2.8491028847818103
TCGA-60-2721-01,TCGA-60-2721-01,2.9261380944229933
TCGA-60-2722-01,TCGA-60-2722-01,2.893957142819403
